timestamp,open,high,low,close,volume
1786297500000,0.70671,0.70676,0.70662,0.70672,0
1786298400000,0.7067,0.70675,0.70669,0.70673,0
1786299300000,0.70672,0.70674,0.70669,0.7067,0
1786300200000,0.7067,0.70675,0.70668,0.7067,0
1786301100000,0.7067,0.70674,0.70669,0.70672,0
1786302000000,0.70671,0.70674,0.7067,0.70672,0
1786302900000,0.70671,0.70674,0.7067,0.7067,0
1786303800000,0.7067,0.70673,0.70669,0.7067,0
1786304700000,0.7067,0.70674,0.7067,0.70672,0
1786305600000,0.70671,0.70674,0.7067,0.70672,0
1786306500000,0.70671,0.70674,0.7067,0.70671,0
1786307400000,0.70671,0.70676,0.70669,0.70671,0
1786308300000,0.70671,0.70674,0.7067,0.70672,0
1786309200000,0.70671,0.70674,0.7067,0.70672,0
1786310100000,0.70671,0.70676,0.7067,0.70673,0
1786311000000,0.70673,0.70721,0.70581,0.70632,0
1786311900000,0.70632,0.70674,0.7063,0.70674,0
1786312800000,0.70672,0.70675,0.70642,0.70672,0
1786313700000,0.7067,0.70674,0.7067,0.70671,0
1786314600000,0.70671,0.70674,0.70642,0.7067,0
1786315500000,0.70671,0.7069,0.70643,0.70666,0
1786316400000,0.70663,0.70672,0.70663,0.7067,0
1786317300000,0.70669,0.70703,0.70561,0.70597,0
1786318200000,0.70597,0.706,0.70596,0.70596,0
1786319100000,0.70597,0.70598,0.70583,0.70588,0
1786320000000,0.70588,0.70668,0.70585,0.70665,0
1786320900000,0.70662,0.70673,0.70662,0.70671,0
1786321800000,0.7067,0.70692,0.70642,0.70665,0
1786322700000,0.70666,0.70672,0.70663,0.70664,0
1786323600000,0.70664,0.70672,0.70579,0.70672,0
1786324500000,0.7067,0.70692,0.70642,0.70661,0
1786325400000,0.70658,0.70673,0.70658,0.7067,0
1786326300000,0.7067,0.70673,0.70641,0.70672,0
1786327200000,0.70669,0.70673,0.70655,0.70666,0
1786328100000,0.70665,0.70676,0.70639,0.70675,0
1786329000000,0.70673,0.70686,0.70578,0.70603,0
1786329900000,0.70604,0.70672,0.70598,0.7067,0
1786330800000,0.70668,0.7069,0.70644,0.70671,0
1786331700000,0.7067,0.70678,0.70668,0.70677,0
1786332600000,0.70675,0.70676,0.70642,0.70671,0
1786333500000,0.70671,0.70674,0.70642,0.70663,0
1786334400000,0.70659,0.7067,0.70635,0.70644,0
1786335300000,0.70642,0.70663,0.70575,0.70637,0
1786336200000,0.70636,0.70639,0.70634,0.70636,0
1786337100000,0.70635,0.70645,0.70613,0.70638,0
1786338000000,0.70635,0.70684,0.70612,0.70673,0
1786338900000,0.70651,0.70696,0.70629,0.7066,0
1786339800000,0.70658,0.70683,0.7061,0.70645,0
1786340700000,0.70642,0.70789,0.70569,0.70671,0
1786341600000,0.70675,0.7077,0.70631,0.70683,0
