timestamp,open,high,low,close,volume
1784678400000,0.70055,0.70127,0.70029,0.70044,0
1784682000000,0.70042,0.70125,0.70038,0.70076,0
1784685600000,0.70074,0.70088,0.70034,0.70075,0
1784689200000,0.70073,0.70083,0.70042,0.70059,0
1784692800000,0.70058,0.70071,0.70027,0.70049,0
1784696400000,0.70048,0.70062,0.70009,0.70028,0
1784700000000,0.70025,0.70034,0.69977,0.69981,0
1784703600000,0.69984,0.70024,0.69984,0.70001,0
1784707200000,0.70003,0.70007,0.69976,0.69979,0
1784710800000,0.6998,0.70006,0.69969,0.69995,0
1784714400000,0.69999,0.70093,0.69992,0.70086,0
1784718000000,0.70078,0.70129,0.70034,0.70066,0
1784721600000,0.70064,0.70084,0.70001,0.70038,0
1784725200000,0.70039,0.7006,0.69989,0.69993,0
1784728800000,0.69993,0.70006,0.69966,0.6999,0
1784732400000,0.69987,0.7001,0.69936,0.69966,0
1784736000000,0.69959,0.70004,0.69908,0.69958,0
1784739600000,0.69954,0.70054,0.69951,0.69973,0
1784743200000,0.69979,0.69996,0.69928,0.69982,0
1784746800000,0.69981,0.6999,0.69922,0.69935,0
1784750400000,0.69935,0.69955,0.69918,0.69938,0
1784754000000,0.69937,0.69948,0.699,0.69943,0
1784757600000,0.69942,0.69957,0.69813,0.69866,0
1784761200000,0.69859,0.69999,0.69855,0.69951,0
1784764800000,0.6995,0.6999,0.6993,0.69968,0
1784768400000,0.6996,0.69999,0.69949,0.69998,0
1784772000000,0.69994,0.70006,0.69934,0.69959,0
1784775600000,0.69958,0.6997,0.69923,0.69932,0
1784779200000,0.6993,0.69954,0.69911,0.6995,0
1784782800000,0.6995,0.69959,0.69932,0.69957,0
1784786400000,0.69953,0.69983,0.6995,0.69978,0
1784790000000,0.69976,0.69983,0.69882,0.69924,0
1784793600000,0.69921,0.69931,0.69868,0.69879,0
1784797200000,0.69881,0.6991,0.69881,0.69895,0
1784800800000,0.69892,0.69942,0.69882,0.69939,0
1784804400000,0.69934,0.70211,0.69868,0.70114,0
1784808000000,0.7012,0.70171,0.70102,0.70161,0
1784811600000,0.7016,0.70192,0.70121,0.70179,0
1784815200000,0.70181,0.70209,0.70137,0.70148,0
1784818800000,0.70145,0.70174,0.70117,0.7013,0
1784822400000,0.70129,0.70149,0.70066,0.70069,0
1784826000000,0.70076,0.70099,0.69979,0.70033,0
1784829600000,0.70028,0.70049,0.69978,0.70023,0
1784833200000,0.70021,0.70063,0.69983,0.69986,0
1784836800000,0.69991,0.70006,0.69957,0.6998,0
1784840400000,0.69982,0.69983,0.69856,0.69929,0
1784844000000,0.69925,0.6994,0.69753,0.698,0
1784847600000,0.69796,0.69835,0.69686,0.69754,0
1784851200000,0.6975,0.69791,0.69691,0.69729,0
1784854800000,0.69725,0.69763,0.69653,0.69736,0
1784858400000,0.69736,0.69783,0.69733,0.69781,0
1784862000000,0.6978,0.69785,0.69698,0.69699,0
1784865600000,0.69699,0.69706,0.69646,0.69647,0
1784869200000,0.6965,0.69675,0.69623,0.69664,0
1784872800000,0.69662,0.697,0.69662,0.69681,0
1784876400000,0.69676,0.69713,0.6965,0.69708,0
1784880000000,0.69707,0.69709,0.69667,0.6969,0
1784883600000,0.69688,0.69701,0.69657,0.69675,0
1784887200000,0.69673,0.69769,0.69661,0.69766,0
1784890800000,0.69761,0.69797,0.69724,0.69752,0
1784894400000,0.69754,0.69811,0.69736,0.69751,0
1784898000000,0.69749,0.6977,0.69725,0.69746,0
1784901600000,0.69742,0.69776,0.69717,0.6973,0
1784905200000,0.6973,0.69801,0.69721,0.69742,0
1784908800000,0.69745,0.69828,0.69737,0.69825,0
