timestamp,open,high,low,close,volume
1788674400000,4428.95099,4429.14857,4428.88546,4429.04244,0
1788675300000,4428.95099,4429.14957,4428.88735,4429.04858,0
1788676200000,4428.95099,4429.15028,4428.8848,4429.00485,0
1788677100000,4428.95099,4429.14507,4428.88461,4428.92257,0
1788678000000,4428.95099,4429.14995,4428.88546,4429.0551,0
1788678900000,4428.95099,4429.14858,4428.88603,4429.04203,0
1788679800000,4428.95099,4429.14957,4428.8848,4429.02068,0
1788680700000,4428.95099,4429.15028,4428.89024,4428.93122,0
1788681600000,4428.95099,4429.14995,4428.88461,4428.94072,0
1788682500000,4428.95099,4429.14782,4428.88545,4429.03144,0
1788683400000,4428.95099,4429.14956,4428.88603,4429.03395,0
1788684300000,4428.95099,4429.1462,4428.8848,4428.94357,0
1788685200000,4428.95099,4429.15028,4428.88461,4428.92907,0
1788686100000,4428.95099,4429.14995,4428.8883,4429.01754,0
1788687000000,4428.95099,4429.14859,4428.88545,4429.04376,0
1788687900000,4428.95099,4429.14956,4428.88732,4429.00408,0
1788688800000,4428.95099,4429.15028,4428.8848,4428.92129,0
1788689700000,4428.95099,4429.14503,4428.8846,4429.01604,0
1788690600000,4428.95099,4429.14996,4428.88544,4429.04939,0
1788691500000,4428.95099,4429.1486,4428.88605,4428.98721,0
1788692400000,4428.95099,4429.14955,4428.88731,4428.9179,0
1788693300000,4428.95099,4429.15027,4428.88481,4429.0324,0
1788694200000,4428.95099,4429.14501,4428.8846,4429.05047,0
1788695100000,4428.95099,4429.14996,4428.88544,4428.9933,0
1788696000000,4428.95099,4429.14861,4428.88605,4428.91915,0
1788696900000,4428.95099,4429.14955,4428.88481,4429.0469,0
1788697800000,4428.95099,4429.15027,4428.89018,4429.04692,0
1788698700000,4428.95099,4429.14996,4428.8846,4429.01023,0
1788699600000,4428.95099,4429.14778,4428.88543,4428.92494,0
1788700500000,4428.95099,4429.14954,4428.88606,4428.95033,0
1788701400000,4428.95099,4429.14625,4428.88481,4429.03898,0
1788702300000,4428.95099,4429.15027,4428.8846,4429.02534,0
1788703200000,4428.95099,4429.14997,4428.88835,4428.93488,0
1788704100000,4428.95099,4429.14862,4428.88543,4428.93654,0
1788705000000,4428.95099,4429.14954,4428.88728,4429.02722,0
1788705900000,4428.95099,4429.15027,4428.88482,4429.03758,0
1788706800000,4428.95099,4429.14497,4428.8846,4428.94827,0
1788707700000,4428.95099,4429.14997,4428.88542,4428.92608,0
1788708600000,4428.95099,4429.14863,4428.88608,4429.01245,0
1788709500000,4428.95099,4429.14953,4428.88482,4429.04608,0
1788710400000,4428.95099,4429.15027,4428.89014,4428.9985,0
1788711300000,4428.95099,4429.14997,4428.8846,4428.91968,0
1788712200000,4428.95099,4429.14775,4428.88541,4429.02152,0
1788713100000,4428.95099,4429.14864,4428.88608,4429.05026,0
1788714000000,4428.95099,4429.14953,4428.88482,4428.98193,0
1788714900000,4428.95099,4429.15027,4428.89013,4428.91779,0
1788715800000,4428.95099,4429.14998,4428.8846,4429.0374,0
1788716700000,4428.95099,4429.14774,4428.88541,4429.04982,0
1788717600000,4428.95099,4429.14865,4428.86628,4428.9751,0
1788718500000,4428.92549,4429.12196,4428.86112,4428.90002,0
1788719400000,4428.94043,4429.14244,4428.87285,4429.04191,0
1788720300000,4428.93768,4429.13617,4428.88012,4429.03656,0
1788721200000,4428.94421,4430.07132,4428.80631,4429.00596,0
1788722100000,4428.94081,4429.14573,4428.87754,4428.90395,0
1788723000000,4428.94444,4429.14244,4428.87887,4428.90852,0
1788723900000,4428.94141,4429.13155,4428.87484,4429.02906,0
1788724800000,4428.9463,4429.14202,4428.87247,4429.01831,0
1788725700000,4428.93868,4429.13646,4428.86626,4428.90731,0
1788726600000,4428.94209,4429.14011,4428.87498,4428.90407,0
1788727500000,4428.94149,4429.14047,4428.88542,4429.01202,0
1788728400000,4428.94185,4429.13938,4428.69796,4429.0274,0
1788729300000,4428.93659,4429.12881,4428.8213,4428.89752,0
1788730200000,4428.90207,4429.14671,4428.82859,4428.86365,0
1788731100000,4428.89579,4429.31448,4428.89182,4429.20258,0
1788732000000,4429.13538,4429.44752,4418.32722,4428.88689,0
1788732900000,4428.37011,4429.87508,4427.43946,4429.7178,0
1788733800000,4429.4233,4431.04113,4427.91357,4430.92226,0
1788734700000,4430.59258,4434.89188,4429.45356,4429.79502,0
1788735600000,4430.4578,4431.40387,4429.09026,4429.88698,0
1788736500000,4429.82942,4430.11968,4425.75791,4426.88121,0
1788737400000,4426.62761,4429.87508,4424.79922,4428.96748,0
1788738300000,4428.45712,4434.30525,4420.60461,4423.50511,0
1788739200000,4421.87877,4427.33356,4421.25741,4425.02775,0
1788740100000,4425.7005,4428.30253,4423.77495,4424.22606,0
1788741000000,4424.59822,4425.89526,4419.10822,4424.27936,0
1788741900000,4424.01402,4428.69796,4412.2838,4412.56108,0
1788742800000,4413.16818,4415.38696,4395.99086,4396.58668,0
1788743700000,4397.5704,4403.73437,4391.3649,4403.37526,0
1788744600000,4402.59411,4413.4522,4401.30483,4410.26509,0
1788745500000,4410.07846,4415.98587,4409.17108,4410.89689,0
1788746400000,4411.53669,4411.53669,4403.9283,4404.39847,0
1788747300000,4405.07585,4409.36549,4403.04467,4408.28966,0
1788748200000,4408.24939,4418.13201,4407.81877,4414.38143,0
1788749100000,4414.95431,4418.13201,4408.97668,4409.23463,0
1788750000000,4409.71128,4410.60029,4405.72372,4408.06417,0
1788750900000,4407.90468,4409.55993,4404.89825,4409.06757,0
1788751800000,4409.13687,4409.19545,4402.18348,4402.43984,0
1788752700000,4402.84786,4404.99487,4401.9897,4403.44643,0
1788753600000,4403.09419,4406.83941,4401.9897,4406.50925,0
1788754500000,4406.41307,4406.55281,4400.96752,4402.27527,0
1788755400000,4401.94147,4402.37728,4395.02483,4397.30078,0
1788756300000,4397.18537,4398.89148,4395.57786,4398.75843,0
1788757200000,4398.51436,4403.9283,4397.35019,4401.23532,0
1788758100000,4400.74949,4410.61009,4400.74949,4410.047,0
1788759000000,4408.60223,4412.6732,4401.79593,4404.62468,0
1788759900000,4404.35375,4405.47294,4395.41119,4397.73365,0
1788760800000,4397.31829,4397.31829,4385.96491,4393.22168,0
1788761700000,4392.98444,4397.344,4391.16498,4394.87121,0
1788762600000,4395.19154,4399.40715,4393.95769,4397.04565,0
1788763500000,4397.55073,4399.08916,4391.34048,4391.60856,0
1788764400000,4392.16921,4403.00811,4392.16921,4399.84932,0
1788765300000,4398.54512,4401.19893,4396.13218,4396.73926,0
1788766200000,4397.73244,4399.08499,4391.8152,4392.17345,0
1788767100000,4393.02568,4406.64522,4393.02568,4405.5398,0
1788768000000,4404.62367,4417.03464,4404.62367,4416.71372,0
1788768900000,4416.15574,4423.86613,4416.15574,4419.29278,0
1788769800000,4418.90204,4422.62616,4413.74758,4415.51175,0
1788770700000,4415.13622,4415.79087,4409.87367,4409.96412,0
1788771600000,4410.32666,4413.47801,4410.32666,4411.60962,0
1788772500000,4411.72939,4411.80791,4406.59181,4407.41534,0
1788773400000,4408.95709,4410.33783,4404.51022,4409.33173,0
1788774300000,4409.14699,4410.71127,4405.09229,4405.22938,0
1788775200000,4405.50756,4406.12609,4402.76494,4402.91665,0
1788776100000,4403.03717,4404.37679,4396.95731,4397.0994,0
1788777000000,4397.31453,4398.73176,4392.51515,4398.1417,0
1788777900000,4396.9177,4399.66563,4390.00834,4391.88558,0
1788778800000,4391.79139,4394.44542,4389.81563,4394.29281,0
1788779700000,4393.97861,4395.02483,4388.27453,4389.12679,0
1788780600000,4389.39531,4390.607,4382.50504,4388.23006,0
1788781500000,4388.0566,4392.1293,4385.49509,4386.32106,0
1788782400000,4386.2099,4393.09406,4383.92165,4392.5722,0
1788783300000,4392.23521,4394.58752,4391.17292,4394.50984,0
1788784200000,4394.31607,4397.73077,4392.66034,4396.31142,0
1788785100000,4396.51573,4397.92418,4394.46822,4396.14784,0
1788786000000,4395.32895,4404.25229,4395.32895,4403.95008,0
1788786900000,4403.5617,4405.02561,4402.2388,4403.83668,0
1788787800000,4403.95001,4407.45342,4402.20815,4402.52807,0
1788788700000,4402.70438,4407.81064,4401.60218,4401.7618,0
1788789600000,4401.95268,4409.15443,4401.7096,4408.91858,0
1788790500000,4408.52762,4408.78229,4405.48042,4407.3192,0
1788791400000,4407.69693,4411.62656,4404.08369,4410.8872,0
1788792300000,4409.04784,4419.10822,4409.04784,4416.10995,0
1788793200000,4416.21457,4416.94243,4409.14163,4413.76157,0
1788794100000,4413.53749,4415.13421,4411.69983,4413.11938,0
1788795000000,4412.66987,4414.03664,4409.75438,4410.87399,0
1788795900000,4409.75424,4414.76501,4409.75424,4414.3585,0
1788796800000,4413.55703,4417.15623,4413.25743,4416.67989,0
1788797700000,4416.83231,4416.83231,4413.06267,4413.91664,0
1788798600000,4413.98575,4414.068,4412.06721,4413.46005,0
1788799500000,4413.56709,4414.62123,4412.81868,4414.01478,0
1788800400000,4413.56852,4415.20597,4412.24939,4412.28565,0
1788801300000,4412.30126,4414.20843,4412.08912,4412.55223,0
1788802200000,4412.37493,4412.82553,4409.94884,4411.01481,0
1788803100000,4410.94114,4410.9419,4407.61636,4408.37463,0
1788804000000,4408.24741,4409.36549,4405.248,4405.84341,0
1788804900000,4406.23456,4406.52219,4403.34654,4406.11556,0
1788805800000,4405.42367,4406.9262,4404.70422,4405.16221,0
1788806700000,4405.08064,4405.49274,4405.01082,4405.17646,0
